Country,Market Name,Level,Parent Market,L1 Market,Count,Dummy,Units,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Global,Ai In Crop Monitoring,Level 4,Precision Farming Software,Agriculture,1,GlobalAi In Crop Monitoring,USD Billion,0.126571162,0.165316947,0.200962854,0.24612073,0.300908189,0.34289166,0.415826525,0.523623803,0.658578173,0.797060532,0.964652087,1.173613976,1.425443332,1.730090084,2.098347888,2.643198611,3.325053388,4.172529924,5.249810359,6.601998486,8.288995968,10.39074719,13.02127744,16.29524462,20.36370606,25.41346019
Global,Electrical Weed Zapper,Level 4,Precision Weeding,Agriculture,1,GlobalElectrical Weed Zapper,USD Billion,0.219794237,0.256028717,0.275066861,0.298019915,0.322261387,0.321700754,0.344684042,0.385347785,0.430228982,0.459920176,0.507041958,0.561884566,0.622188319,0.68844665,0.761192641,0.861382311,0.973302348,1.09675702,1.236537555,1.39485629,1.57059879,1.765390995,1.980990776,2.221675342,2.48769133,2.781346151
Global,Autonomous Sprayer Robot,Level 4,Harvesting Robot,Agriculture,1,GlobalAutonomous Sprayer Robot,USD Billion,0.151739746,0.1882467,0.216501081,0.250963345,0.290383332,0.311869726,0.357769452,0.427071848,0.509156007,0.582854011,0.561810901,0.683678497,0.837747728,1.023508842,1.246760802,1.495830992,1.792129097,2.141581552,2.567115577,3.075881384,3.679200566,4.39361316,5.243679196,6.250197852,7.438913824,8.84111176
Global,Foliar Fertilizer,Level 3,Crop Production,Agriculture,1,GlobalFoliar Fertilizer,USD Billion,7.079520486,7.858685845,8.01241823,8.241958401,8.460736868,7.982392236,8.115265175,8.627960472,9.160064208,9.290276591,8.826585106,9.438237423,9.889396378,10.41502934,11.04143397,11.73776342,12.47106728,13.21165157,14.00424654,14.83297686,15.69382989,16.57374104,17.47152339,18.38598694,19.41477614,20.4794042
Global,Garden Soil,Level 3,Crop Production,Agriculture,1,GlobalGarden Soil,USD Billion,2.100991459,2.363097323,2.444048665,2.549979626,2.655137814,2.544039851,2.623770347,2.828086,3.044056682,3.132059097,3.305769143,3.54344469,3.7990676,4.093455997,4.439282518,4.827291817,5.245877766,5.68455208,6.163365287,6.677485792,7.227543068,7.808679506,8.421718931,9.067485451,9.795365806,10.56594959
Global,Indoor Farming,Level 3,Crop Production,Agriculture,1,GlobalIndoor Farming,USD Billion,9.913506234,11.51554896,12.33436287,13.32346805,14.36386365,14.29213019,15.26669233,17.01808154,18.94478347,20.19055827,19.71499384,22.09777906,24.27345097,26.7931946,29.76187245,33.14938451,36.93601551,41.0410693,45.62730695,50.68885694,56.269286,62.35327485,68.97671166,76.17757893,84.40100767,93.32993884
Global,Mechanized Irrigation Systems,Level 3,Crop Production,Agriculture,1,GlobalMechanized Irrigation Systems,USD Billion,3.874364897,4.636914516,5.129921916,5.721957225,6.370281724,6.562812047,7.241445877,8.327205474,9.56323104,10.52888235,10.18134638,11.83791928,13.40544115,15.25224578,17.46013694,20.08403343,23.07229727,26.4338924,30.30133611,34.75233592,39.79318184,45.48684854,51.90882258,59.14254349,67.60637371,77.08795259
Global,Pathogen Or Plant Disease Detection And Monitoring,Level 3,Crop Production,Agriculture,1,GlobalPathogen Or Plant Disease Detection And Monitoring,USD Billion,0.772444365,0.883294713,0.930117256,0.987872817,1.04713664,1.022958128,1.074200788,1.177993856,1.290043326,1.351529498,1.298530111,1.431939997,1.550188896,1.686496211,1.846582846,2.030952046,2.230294498,2.442311902,2.675968952,2.929799039,3.204950385,3.499631633,3.814763948,4.151296892,4.532359386,4.940080145
Global,Potassic Fertilizers,Level 3,Crop Production,Agriculture,1,GlobalPotassic Fertilizers,USD Billion,17.79378536,19.61492293,19.84735725,20.26287806,20.64447364,19.3180823,19.49066093,20.57169928,21.68174389,21.82274027,20.73137987,21.99400186,22.88958077,23.94408578,25.21461512,26.62620935,28.10108694,29.57083679,31.13543466,32.75743886,34.4298528,36.11985514,37.82424305,39.53988556,41.47548784,43.46523685
Global,Potting Soil And Mixes,Level 3,Crop Production,Agriculture,1,GlobalPotting Soil And Mixes,USD Billion,1.504970312,1.672380094,1.707066878,1.757983431,1.806720616,1.706703955,1.737125314,1.848918925,1.965125125,1.995376452,2.082529425,2.206092921,2.33706437,2.488314588,2.66675453,2.865779749,3.078250865,3.296963863,3.533220956,3.783528257,4.048009368,4.323007645,4.608481046,4.904378247,5.236807252,5.584669756
Global,Soil Monitoring,Level 3,Crop Production,Agriculture,1,GlobalSoil Monitoring,USD Billion,0.149420952,0.176975398,0.193595374,0.213535151,0.235079481,0.239266747,0.261038795,0.296938359,0.337328254,0.367203511,0.355200601,0.408267402,0.458190423,0.51666935,0.58622509,0.668357655,0.760866987,0.863829951,0.981251336,1.113834179,1.263962816,1.43183774,1.61929104,1.8283241,2.07065511,2.339616322
Global,Production Agriculture,Level 3,Crop Production,Agriculture,1,GlobalProduction Agriculture,USD Billion,0,0,0,0,0,0,0,0,134.9057383,143.3661437,129.521385,137.6818981,146.8155955,156.765177,167.6609276,179.4816334,192.3152237,206.2587777,221.4195489,237.9161115,255.8796442,275.4553687,296.8041627,320.1043702,344.5932227,370.4282925
Global,Smart Weed Control,Level 3,Crop Production,Agriculture,1,GlobalSmart Weed Control,USD Billion,0.120075289,0.149830954,0.173401078,0.202254566,0.235483742,0.254607931,0.293918148,0.352973945,0.423364491,0.487700894,0.579266349,0.691503488,0.82518863,0.98913324,1.192566733,1.444185522,1.746450729,2.106583435,2.542259151,3.066984537,3.696822248,4.448724382,5.345111679,6.412340064,7.715709919,9.2526364
Global,Autonomous Farm-To-Store Delivery Display,Level 3,Crop Production,Agriculture,1,GlobalAutonomous Farm-To-Store Delivery Display,USD Billion,0.178391383,0.222387302,0.257108376,0.299586486,0.348452405,0.376338967,0.433998804,0.520687203,0.623907594,0.717981616,0.699498914,0.852099547,1.046504614,1.283100056,1.57053726,1.895660119,2.284881898,2.746960075,3.30415558,3.977297079,4.779458579,5.733992858,6.868277656,8.226059805,9.837779206,11.74861955
Global,Closed-Loop Crop Protection Logistics,Level 3,Crop Production,Agriculture,1,GlobalClosed-Loop Crop Protection Logistics,USD Billion,1.340246308,1.52896557,1.605891539,1.701278896,1.798753338,1.752369488,1.835424938,2.007820865,2.193388382,2.292015308,2.220115942,2.452510172,2.714575191,2.99283251,3.283333695,3.628157962,4.003060529,4.404334017,4.848509331,5.342255106,5.875379631,6.450137526,7.06887626,7.742523974,8.466738805,9.244355879
Global,Ground Penetrating Radar Soil Sensor,Level 3,Crop Production,Agriculture,1,GlobalGround Penetrating Radar Soil Sensor,USD Billion,0.244264971,0.28685893,0.310920394,0.33982512,0.370702127,0.373586186,0.403832747,0.455318853,0.512684021,0.552946231,0.535781735,0.612781564,0.702301235,0.801815698,0.911006521,1.036004456,1.176401062,1.332189116,1.512748162,1.7173028,1.946013029,2.201350971,2.489094924,2.810645434,3.168787161,3.567197984
Global,Biochar Fertilizer,Level 3,Crop Production,Agriculture,1,GlobalBiochar Fertilizer,USD Billion,1.792474675,2.031739728,2.119076349,2.229421063,2.340821899,2.263310343,2.354000697,2.557858763,2.775522431,2.879991026,2.790986432,3.05035086,3.267970942,3.518600195,3.813056892,4.143292713,4.499679497,4.872818332,5.279862248,5.716604667,6.182953175,6.675170553,7.19390082,7.739786118,8.355072698,9.005988465
Global,Kairomones,Level 3,Crop Production,Agriculture,1,GlobalKairomones,USD Billion,0.180188684,0.212213668,0.230725769,0.252949106,0.276780881,0.27986262,0.303459788,0.343166854,0.387553165,0.419288514,0.405192581,0.465429908,0.535720032,0.613144496,0.699602731,0.795261896,0.902655909,1.021763717,1.157209267,1.311286466,1.483202484,1.674736952,1.887826098,2.126841214,2.392373613,2.687005657
Global,Compact Agricultural Tractors,Level 3,Crop Production,Agriculture,1,GlobalCompact Agricultural Tractors,USD Billion,6.437737779,7.358559526,7.745163733,8.222451558,8.711855211,8.506594627,8.928706177,9.787224342,10.71356504,11.21915056,10.8667036,12.03066633,13.34557815,14.74601049,16.21301236,17.95663939,19.85741586,21.89804296,24.16168536,26.67345827,29.39191622,32.3295535,35.49942572,38.95778033,42.68446649,46.69535765
Global,Foliar Spray,Level 6,Crop Micronutrients,Agriculture,1,GlobalFoliar Spray,USD Billion,4.318535284,4.807752172,4.917302089,5.074026599,5.225072642,4.946508378,5.044794288,5.37977193,5.728897712,5.828805258,5.593290275,5.992574711,6.305945465,6.669440053,7.100527878,7.580219062,8.086319113,8.601225038,9.154147096,9.735152206,10.34192884,10.96616061,11.60725276,12.26459721,13.00350325,13.77125775
Global,Artificial Intelligence (AI) In Crop Monitoring,Level 6,Smart Crop Monitoring,Agriculture,1,GlobalArtificial Intelligence (AI) In Crop Monitoring,USD Billion,0.126571162,0.165316947,0.200962854,0.24612073,0.300908189,0.34289166,0.415826525,0.523623803,0.658578173,0.797060532,0.964652087,1.173613976,1.425443332,1.730090084,2.098347888,2.643198611,3.325053388,4.172529924,5.249810359,6.601998486,8.288995968,10.39074719,13.02127744,16.29524462,20.36370606,25.41346019
Global,Farming As A Service,Level 5,Crop Production Services,Agriculture,1,GlobalFarming As A Service,USD Billion,0.713427356,0.869003115,0.979862846,1.113768069,1.263629497,1.328671113,1.494296359,1.750098543,2.047057145,2.297257235,2.660531395,3.096712542,3.603612978,4.212767134,4.954353038,5.852348351,6.903211069,8.121440508,9.559591605,11.24844397,13.22507793,15.52301459,18.19076312,21.28371858,24.9786603,29.22833122
Global,Yield Monitoring System,Level 5,Crop Production Services,Agriculture,1,GlobalYield Monitoring System,USD Billion,1.139727735,1.302184583,1.369954291,1.453698286,1.539503506,1.502469204,1.576280626,1.727063918,1.889672183,1.977912725,2.127323287,2.310904531,2.518485354,2.758186315,3.039989562,3.359463877,3.711197621,4.088291157,4.506186409,4.963125158,5.456270694,5.995310942,6.576223172,7.201396414,7.909303322,8.671248525
Global,Smart Fumigation Monitoring Sensor,Level 5,Crop Production Services,Agriculture,1,GlobalSmart Fumigation Monitoring Sensor,USD Billion,0.216314247,0.25770473,0.283693548,0.314880894,0.348834389,0.357467404,0.392474517,0.449172102,0.513384483,0.562412904,0.542209487,0.631011997,0.736531149,0.856314135,0.990663573,1.138654477,1.30682737,1.495800747,1.713009895,1.962762586,2.244923317,2.563226131,2.921794462,3.328101343,3.785050754,4.29832929
Global,Barn Environmental-Sensor Display,Level 5,Animal Production Services,Agriculture,1,GlobalBarn Environmental-Sensor Display,USD Billion,0.271786822,0.320587227,0.349137768,0.383403186,0.420224995,0.425670238,0.462337758,0.523676834,0.59236592,0.641952956,0.618383278,0.707806782,0.813370249,0.933755853,1.070901331,1.221822106,1.391945575,1.58145591,1.798836086,2.04570958,2.3222896,2.63169043,2.977317104,3.36735708,3.803912826,4.290623036
Global,Turf Grass And Turf Solutions,Level 5,Turf Protection,Agriculture,1,GlobalTurf Grass And Turf Solutions,USD Billion,17.11851608,19.08469241,19.54959062,20.2034403,20.83665897,19.7585838,20.182275,21.554151,22.98684816,23.42389414,22.55438625,24.10577503,25.3940546,26.88704109,28.65582895,30.62754252,32.76581941,34.95214442,37.30560193,39.78712069,42.39628131,45.1227404,47.93887551,50.84309984,54.09082619,57.47690529
Global,Last-Mile Drone Delivery Of Inputs,Level 4,Agriculture And Forestry Services,Agriculture,1,GlobalLast-Mile Drone Delivery Of Inputs,USD Billion,0.019739455,0.026071551,0.032075485,0.039753483,0.049185759,0.056769598,0.069677328,0.088762043,0.112940532,0.138345368,0.174478906,0.221139287,0.279725645,0.353483975,0.446249579,0.574884397,0.739626914,0.949293861,1.218973587,1.565978202,2.00856885,2.572293318,3.289349404,4.20422493,5.366156094,6.840124942
Global,Cellular Agriculture,Level 5,Agricultural Biotechnology,Agriculture,1,GlobalCellular Agriculture,USD Billion,0.127583993,0.160982128,0.188554624,0.222562847,0.262236706,0.287195782,0.335548181,0.407654569,0.49464262,0.576718611,0.54872292,0.677951598,0.842554487,1.04921257,1.309233249,1.599856996,1.952287712,2.376323004,2.893903037,3.525908479,4.288743775,5.208174601,6.3148281,7.652657372,9.260440988,11.19032856
Global,Plant Genotyping Equipment,Level 4,Genetic Engineering Plant Genomics,Agriculture,1,GlobalPlant Genotyping Equipment,USD Billion,0.624463398,0.708790015,0.740360633,0.780064337,0.820256329,0.794371068,0.827436941,0.900380573,0.978399888,1.016747972,0.991143215,1.087556352,1.192239218,1.305782291,1.418903626,1.553989159,1.699307245,1.852964093,2.02164155,2.207462972,2.405859733,2.617350116,2.842463154,3.085719059,3.344360515,3.619017155
Global,Organic Seed,Level 3,Seeds,Agriculture,1,GlobalOrganic Seed,USD Billion,1.569578178,1.813885232,1.932067923,2.075505422,2.225225795,2.20087149,2.337849558,2.592135125,2.870178861,3.041837301,2.961276552,3.314213214,3.62829783,3.991559247,4.419103513,4.905350396,5.445143474,6.027512406,6.675831124,7.38844184,8.174603279,9.028319006,9.95405356,10.95650664,12.09777378,13.33271629
Global,Seed Coating,Level 3,Seeds,Agriculture,1,GlobalSeed Coating,USD Billion,1.097906436,1.245483676,1.300185313,1.369102868,1.438793453,1.392494378,1.449591731,1.576481091,1.712105626,1.778146886,1.710490276,1.867428068,1.999361904,2.151313415,2.329857656,2.53794648,2.760328295,2.993667211,3.248550894,3.5224879,3.819029483,4.133015446,4.464970143,4.815421478,5.209826154,5.628000182
Global,Smart Irrigation Controllers,Level 3,Seeds,Agriculture,1,GlobalSmart Irrigation Controllers,USD Billion,0.150370851,0.178001914,0.194601631,0.214517509,0.23602036,0.2400697,0.261757474,0.297584321,0.337867046,0.367568587,0.350659778,0.404261535,0.453398771,0.51093422,0.57934384,0.659937565,0.750626745,0.851459294,0.966354417,1.095965757,1.243135743,1.407620352,1.591196441,1.795803902,2.032747361,2.295589683
Global,Sports Turf Seed,Level 3,Seeds,Agriculture,1,GlobalSports Turf Seed,USD Billion,1.393197988,1.567144876,1.620987949,1.691409152,1.761331684,1.687810775,1.740877381,1.87661705,2.020116986,2.07872171,2.002210191,2.16426223,2.306358936,2.470124113,2.662791488,2.885187561,3.121855657,3.368291708,3.63622883,3.927606544,4.235103572,4.55833557,4.897583908,5.253124007,5.654197087,6.077257976
Global,Turf Grass Seed,Level 3,Seeds,Agriculture,1,GlobalTurf Grass Seed,USD Billion,0.92017649,1.080777705,1.171602044,1.280704028,1.397271754,1.408361905,1.522607874,1.716969761,1.933558656,2.085708886,2.302778843,2.588317328,2.905190003,3.276398271,3.71794965,4.229867224,4.810614932,5.456234123,6.191817036,7.021521043,7.95650287,9.000319206,10.16398823,11.45952313,12.96093198,14.62509066
Global,Cottonseed Oilcake,Level 3,Seeds,Agriculture,1,GlobalCottonseed Oilcake,USD Billion,1.798418902,1.988173513,2.018025836,2.066662078,2.112123118,1.983105885,2.007098699,2.1247739,2.24615133,2.267867292,2.195858504,2.32151203,2.466507414,2.61539655,2.770537078,2.956542371,3.150035296,3.346458815,3.56251924,3.790694509,4.025748691,4.267451059,4.516417316,4.777972118,5.046262925,5.321072584
Global,Farm Inputs,Level 3,Seeds,Agriculture,1,GlobalFarm Inputs,USD Billion,0,0,0,0,0,0,0,0,261.3045043,272.3960123,258.4049499,276.7799201,303.9677956,318.4929,330.5956302,343.4888598,357.2284142,371.8747791,387.4935199,404.1557412,421.9385938,440.9258306,461.2084188,482.8852145,504.614587,526.8676171
Global,Controlled Environment Agriculture,Level 3,Sustainable Agriculture,Agriculture,1,GlobalControlled Environment Agriculture,USD Billion,20.77734539,24.82361035,27.41140017,30.51801833,33.9125221,34.86709262,38.40020208,44.07812019,50.52926329,55.52661981,52.80812691,61.64786553,69.63702692,79.03408826,90.25191722,103.3255772,118.2009671,134.8527041,153.9322595,175.5858127,200.0675183,227.5687239,258.4182254,292.9771465,333.2226892,378.0811826
Global,Synthetic Biology In Agriculture,Level 3,Sustainable Agriculture,Agriculture,1,GlobalSynthetic Biology In Agriculture,USD Billion,0.354804175,0.469446487,0.578647892,0.718509009,0.890663584,1.030068711,1.266676547,1.616573044,2.06068977,2.529023753,2.428697649,3.194757308,4.219140787,5.550378947,7.280611474,9.299513856,11.86252717,15.09527378,19.21817729,24.47839245,31.12843161,39.52379036,50.10835222,63.52103354,80.41211243,101.6585695
Global,Temperature-Logged Fertilizer Warehouse,Level 3,Sustainable Agriculture,Agriculture,1,GlobalTemperature-Logged Fertilizer Warehouse,USD Billion,0.587174166,0.678019468,0.721561302,0.774455427,0.829597836,0.81974226,0.86999476,0.963809518,1.066290487,1.129065436,1.090477886,1.222927415,1.374165314,1.538040859,1.712972491,1.908506716,2.123133271,2.355336409,2.614367038,2.903936994,3.219654119,3.563356306,3.936984575,4.348888342,4.796231402,5.281467191
Global,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,GlobalMolecular Breeding,USD Billion,0.680975751,0.776215462,0.884287368,0.999978532,1.135691863,1.283015687,1.43920082,1.646480207,1.892543447,2.146630424,2.062689844,2.453016555,2.923131264,3.456876271,4.076215932,4.798851671,5.637215872,6.606703833,7.737947778,9.074906259,10.6411802,12.34203155,14.25370719,16.39170292,18.81412164,21.55425341
Asia Pacific,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,Asia PacificMolecular Breeding,USD Billion,0.104053024,0.123522233,0.146500361,0.172407865,0.203696121,0.239298948,0.277004634,0.326939252,0.387603103,0.453328738,0.44093668,0.532471217,0.649793185,0.78309004,0.937177879,1.125180171,1.366534199,1.654851381,2.001542411,2.422657691,2.930194459,3.514502131,4.194034225,4.979822584,5.89685854,6.964357249
North America,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,North AmericaMolecular Breeding,USD Billion,0.29518624,0.333870577,0.377279598,0.42303209,0.476201336,0.53301601,0.5941586,0.675302421,0.77096449,0.868312933,0.843488588,1.002359725,1.193680447,1.398892712,1.628613161,1.884883893,2.157739528,2.462938053,2.807858825,3.2034541,3.652068149,4.088762802,4.55455291,5.047930043,5.579635675,6.151086711
South America,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,South AmericaMolecular Breeding,USD Billion,0.028737957,0.032218185,0.036086884,0.040107216,0.044751022,0.049649599,0.054886572,0.061865745,0.070044581,0.078235643,0.075028445,0.090014212,0.108649009,0.127944921,0.150547444,0.176552781,0.206568071,0.24098604,0.280794038,0.327420102,0.381504728,0.446219159,0.519274854,0.601256954,0.694301128,0.799630079
Western Europe,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,Western EuropeMolecular Breeding,USD Billion,0.173829095,0.197193094,0.223493073,0.251339793,0.283769518,0.318568316,0.354593426,0.402432053,0.458769565,0.515943872,0.48364573,0.575322921,0.682362685,0.81073193,0.967109899,1.153442108,1.369633719,1.621635092,1.917649081,2.269376731,2.68362104,3.139132604,3.653414314,4.230599673,4.885734646,5.627445691
Eastern Europe,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,Eastern EuropeMolecular Breeding,USD Billion,0.030390498,0.035197591,0.040727823,0.046762128,0.053901972,0.061779925,0.06981527,0.080442812,0.093103117,0.106303368,0.10083062,0.117062412,0.131700919,0.154945122,0.181741887,0.214153058,0.25507934,0.302946784,0.359355847,0.426583982,0.506012798,0.598534291,0.704396783,0.824820472,0.9632221,1.121881372
Middle East,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,Middle EastMolecular Breeding,USD Billion,0.034892939,0.03871044,0.042906372,0.047188949,0.052103406,0.057203721,0.063072796,0.070907746,0.080072875,0.089203725,0.08487147,0.096870034,0.111551282,0.128751694,0.150378553,0.174702918,0.201374997,0.231446699,0.265682986,0.305209435,0.350355787,0.399520867,0.453284042,0.511699667,0.576082625,0.646856447
Africa,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,AfricaMolecular Breeding,USD Billion,0.013885998,0.015503344,0.017293257,0.01914049,0.021268487,0.023499169,0.025669522,0.028590177,0.031985715,0.035302146,0.033888311,0.038916034,0.045393737,0.052519851,0.06064711,0.069936743,0.080286018,0.091899784,0.10506459,0.120204219,0.137423239,0.155359697,0.174750064,0.195573525,0.218286924,0.242995858
China,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,ChinaMolecular Breeding,USD Billion,0.045704636,0.053791377,0.063308944,0.0745105,0.087694,0.103210121,0.125542239,0.152706476,0.185748381,0.225939737,0.219592897,0.267476293,0.330587538,0.404508989,0.493957461,0.603882223,0.738200131,0.902393568,1.103107568,1.348465182,1.648396221,1.970125758,2.3546496,2.81422377,3.363496389,4.01997456
India,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,IndiaMolecular Breeding,USD Billion,0.010604951,0.012839011,0.015543702,0.018818168,0.022782439,0.027581832,0.033062511,0.039632235,0.047507404,0.056947417,0.055076684,0.066242784,0.081205592,0.099388061,0.121501301,0.149243901,0.184535838,0.228173313,0.28212981,0.348845484,0.431337516,0.534965233,0.663489239,0.822890803,1.020588179,1.265781835
Japan,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,JapanMolecular Breeding,USD Billion,0.017471823,0.019876964,0.022613194,0.025726089,0.029267499,0.033296415,0.038459761,0.044423798,0.051312691,0.059269859,0.057928361,0.067738452,0.077287293,0.08854138,0.099979634,0.113998958,0.12849972,0.144844992,0.163269395,0.184037399,0.207447109,0.233856613,0.263628237,0.297190001,0.335024419,0.377675429
Australia,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,AustraliaMolecular Breeding,USD Billion,0.006678386,0.007781582,0.009067013,0.010564783,0.012309969,0.01434344,0.016343018,0.018621352,0.021217302,0.024175145,0.023540723,0.027986561,0.032860042,0.03832106,0.045012174,0.053298945,0.062712578,0.073788841,0.086821389,0.102155739,0.120198434,0.137312881,0.156864168,0.179199263,0.20471454,0.233862808
South Korea,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,South KoreaMolecular Breeding,USD Billion,0.004542505,0.005338662,0.00627436,0.007374056,0.008666494,0.010185455,0.011612206,0.013238813,0.015093271,0.017207496,0.016553323,0.019484217,0.022863443,0.026731306,0.030984596,0.035313179,0.040664755,0.046827342,0.053923845,0.062095797,0.071506176,0.080506819,0.090640393,0.102049502,0.114894702,0.129356756
Indonesia,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,IndonesiaMolecular Breeding,USD Billion,0.00474616,0.005670018,0.00677371,0.00809224,0.009667427,0.01154923,0.013206217,0.015100935,0.01726749,0.019744885,0.019181002,0.022899524,0.02707249,0.031786963,0.037529305,0.044892237,0.052252727,0.060820035,0.070792032,0.082399028,0.095909096,0.110767351,0.127927451,0.147745997,0.170634836,0.197069618
UK,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,UKMolecular Breeding,USD Billion,0.020673112,0.023009399,0.025609713,0.028503891,0.031725142,0.03531043,0.040905789,0.0473878,0.054896963,0.063596043,0.061224701,0.071688735,0.085105042,0.099316793,0.117811814,0.142540543,0.170621316,0.204234058,0.244468577,0.292629377,0.350277951,0.412087292,0.484803383,0.57035081,0.670993762,0.789395967
Germany,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,GermanyMolecular Breeding,USD Billion,0.03048894,0.034458954,0.038945911,0.044017121,0.049748661,0.056226515,0.065532673,0.07637911,0.089020761,0.103754756,0.099476113,0.117631508,0.13525151,0.156633709,0.181713779,0.21011032,0.246314401,0.288756804,0.338512451,0.396841487,0.465221192,0.543046472,0.63389088,0.739932342,0.863713121,1.008200768
France,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,FranceMolecular Breeding,USD Billion,0.023068277,0.025920464,0.029125297,0.03272638,0.036772704,0.041319321,0.047693474,0.05505094,0.06354341,0.073345977,0.070114788,0.082511372,0.094306236,0.108407439,0.124051364,0.144549077,0.168540646,0.196514221,0.229130718,0.267160745,0.311502816,0.358789302,0.413253932,0.475986356,0.548241633,0.631465345
Russia,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,RussiaMolecular Breeding,USD Billion,0.010505335,0.012173968,0.01410764,0.016348451,0.018945185,0.021954375,0.025018301,0.028509826,0.032488623,0.037022697,0.035703136,0.042443576,0.048866971,0.057249162,0.068262474,0.080562261,0.09711575,0.117070557,0.141125568,0.170123269,0.205079258,0.245506164,0.293902352,0.351838794,0.421196142,0.50422578
USA,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,USAMolecular Breeding,USD Billion,0.23546971,0.265473523,0.298939166,0.333301553,0.373423306,0.415291735,0.461315596,0.525389753,0.601778334,0.677363657,0.661248517,0.78637964,0.937542709,1.101279302,1.285010113,1.488018599,1.701617932,1.93869691,2.205306778,2.510872314,2.855980946,3.201802766,3.566267555,3.946656036,4.352357653,4.783279536
Brazil,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,BrazilMolecular Breeding,USD Billion,0.010989828,0.012418856,0.014033704,0.015858534,0.01792065,0.020250906,0.022619998,0.025266243,0.028222064,0.031523677,0.029744578,0.035278205,0.042661439,0.05006322,0.05876768,0.069637119,0.080891809,0.093965473,0.109152091,0.126793157,0.147285357,0.170152498,0.196569931,0.227088867,0.262346093,0.303077265
Italy,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,ItalyMolecular Breeding,USD Billion,0.030758848,0.034257956,0.03815512,0.042495623,0.0473299,0.052714121,0.060018949,0.06833604,0.077805668,0.088587543,0.084951203,0.096563569,0.110227581,0.127853315,0.146903615,0.171311016,0.197584759,0.227888072,0.262838964,0.303150228,0.349643977,0.402060062,0.462333985,0.531643737,0.611343904,0.702992141
Spain,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,SpainMolecular Breeding,USD Billion,0.025827324,0.02907759,0.032736888,0.036856695,0.041494963,0.046716939,0.054440409,0.06344076,0.073929092,0.086151406,0.082181773,0.09463845,0.109173637,0.125790849,0.146011023,0.167706313,0.195927431,0.228897515,0.267415707,0.312415624,0.364987994,0.42330022,0.490928686,0.569361798,0.66032576,0.765822558
Canada,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,CanadaMolecular Breeding,USD Billion,0.021505245,0.024511872,0.027938851,0.031844953,0.036297162,0.041371831,0.046185115,0.051558386,0.057556794,0.06425307,0.062021139,0.074213883,0.088877631,0.105321855,0.123193054,0.141529014,0.163854112,0.189700821,0.219624645,0.25426872,0.294377628,0.324142333,0.356916565,0.39300462,0.432741562,0.476496329
Mexico,Molecular Breeding,Level 5,Agricultural Biotechnology,Agriculture,24,MexicoMolecular Breeding,USD Billion,0.038211285,0.043885182,0.050401581,0.057885584,0.066480868,0.076352443,0.086657889,0.098354282,0.111629362,0.126696206,0.120218933,0.141766202,0.167260107,0.192291555,0.220409994,0.25533628,0.292267483,0.334540323,0.382927401,0.438313066,0.501709575,0.562817704,0.631368791,0.708269386,0.79453646,0.891310846
Global,Biosecurity,Level 3,Crop Production,Agriculture,23,GlobalBiosecurity,USD Billion,5.941702406,6.367298991,6.804592292,7.333744227,7.888618018,8.415498157,8.968915174,9.573200566,10.2095575,10.92079847,12.01158718,13.52975665,15.06489187,16.70202469,18.41250719,20.16507917,22.04631204,24.04305843,26.20254085,28.64907421,31.31872581,34.15079477,37.15545355,40.33545436,43.6983761,47.60667433
Asia Pacific,Biosecurity,Level 3,Crop Production,Agriculture,23,Asia PacificBiosecurity,USD Billion,1.192474842,1.307492285,1.429288416,1.575308774,1.732412615,1.88898746,2.03878138,2.203621338,2.37959571,2.577117863,2.83091907,3.136741059,3.525882723,3.966391061,4.429895805,4.946204916,5.512415767,6.127328635,6.805206026,7.581675697,8.419458234,9.325148267,10.30389834,11.35897146,12.49508446,13.82681597
